[buoy_visualizer-5] [INFO] [1771741073.372308216] [buoy_visualizer]: Buoy visualizer node started
[buoy_visualizer-5] [INFO] [1771741075.459935198] [buoy_visualizer]: Buoy 1: range=6.96m, bearing=70.1°, position=(2.37, 6.54), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.460783610] [buoy_visualizer]: Buoy 2: range=0.31m, bearing=-163.8°, position=(-0.30, -0.09), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.461580051] [buoy_visualizer]: Buoy 3: range=12.49m, bearing=-21.6°, position=(11.61, -4.60), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.463716426] [buoy_visualizer]: Buoy 4: range=9.32m, bearing=4.3°, position=(9.29, 0.70), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.465153040] [buoy_visualizer]: Buoy 5: range=6.89m, bearing=34.7°, position=(5.66, 3.92), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.466156887] [buoy_visualizer]: Buoy 6: range=9.54m, bearing=44.8°, position=(6.77, 6.72), confidence=0.50
[buoy_visualizer-5] [INFO] [1771741075.467018996] [buoy_visualizer]: Buoy 7: range=3.45m, bearing=-102.4°, position=(-0.74, -3.37), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.467838254] [buoy_visualizer]: Buoy 8: range=7.14m, bearing=-21.6°, position=(6.64, -2.63), confidence=0.75
[buoy_visualizer-5] [INFO] [1771741075.468912570] [buoy_visualizer]: Buoy 9: range=12.13m, bearing=-10.4°, position=(11.93, -2.18), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.470473545] [buoy_visualizer]: Published 10 buoy markers
[buoy_visualizer-5] [INFO] [1771741075.570976505] [buoy_visualizer]: Buoy 0: range=9.54m, bearing=44.8°, position=(6.77, 6.72), confidence=0.50
[buoy_visualizer-5] [INFO] [1771741075.571901851] [buoy_visualizer]: Buoy 1: range=1.28m, bearing=12.8°, position=(1.25, 0.28), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.572766808] [buoy_visualizer]: Buoy 2: range=12.36m, bearing=-20.0°, position=(11.61, -4.23), confidence=0.75
[buoy_visualizer-5] [INFO] [1771741075.573565713] [buoy_visualizer]: Buoy 3: range=9.36m, bearing=3.9°, position=(9.33, 0.64), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.574370986] [buoy_visualizer]: Buoy 4: range=0.33m, bearing=-162.6°, position=(-0.32, -0.10), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.575145473] [buoy_visualizer]: Buoy 5: range=7.12m, bearing=-21.0°, position=(6.65, -2.55), confidence=0.88
[buoy_visualizer-5] [INFO] [1771741075.575889877] [buoy_visualizer]: Buoy 6: range=8.46m, bearing=37.1°, position=(6.75, 5.10), confidence=0.25
